steamId,name,firstReleaseDate,copiesSold,price,revenue,avgPlaytime,publisherClass,developers,steamUrl,review_count,review_score,followers,tags,publisher,tag_text,log_review_count,log_followers
1953230,Whisper Mountain Outbreak,2025-08-11,22145,7.99,159244.0,3,Indie,['Toge Productions'],https://store.steampowered.com/app/1953230,646,76,14555,"['2.5D', 'Action Roguelike', 'Co-op', 'Early Access', 'Exploration', 'Extraction Shooter', 'Horror', 'Investigation', 'Isometric', 'Lovecraftian', 'Multiplayer', 'Online Co-Op', 'Pixel Graphics', 'Puzzle', 'PvE', 'Survival Horror', 'Tactical', 'Top-Down Shooter', 'Twin Stick Shooter', 'Zombies']",Toge Productions,2.5D Action Roguelike Co-op Early Access Exploration Extraction Shooter Horror Investigation Isometric Lovecraftian Multiplayer Online Co-Op Pixel Graphics Puzzle PvE Survival Horror Tactical Top-Down Shooter Twin Stick Shooter Zombies,6.472346294500901,9.585758558732051
1954160,To Pixelia,2025-05-01,22748,14.99,283630.0,8,Indie,['Pixeduo Studios'],https://store.steampowered.com/app/1954160,945,74,6877,"['2D', 'Atmospheric', 'Casual', 'Character Customization', 'Choose Your Own Adventure', 'Cooking', 'Dating Sim', 'Exploration', 'Farming Sim', 'Immersive Sim', 'Life Sim', 'Management', 'Open World', 'Pixel Graphics', 'RPG', 'Relaxing', 'Romance', 'Sandbox', 'Simulation', 'Singleplayer']",Crytivo,2D Atmospheric Casual Character Customization Choose Your Own Adventure Cooking Dating Sim Exploration Farming Sim Immersive Sim Life Sim Management Open World Pixel Graphics RPG Relaxing Romance Sandbox Simulation Singleplayer,6.852242569051878,8.83608319099221
1959390,Fear the Spotlight,2023-09-15,11405,19.99,164697.0,3,Indie,['Cozy Game Pals'],https://store.steampowered.com/app/1959390,742,98,7466,"['3D', 'Action', 'Action-Adventure', 'Adventure', 'Atmospheric', 'Exploration', 'Female Protagonist', 'Horror', 'Linear', 'Old School', 'Pixel Graphics', 'Psychological Horror', 'Puzzle', 'Retro', 'Stealth', 'Story Rich', 'Stylized', 'Surreal', 'Survival Horror', 'Third Person']",Blumhouse Games,3D Action Action-Adventure Adventure Atmospheric Exploration Female Protagonist Horror Linear Old School Pixel Graphics Psychological Horror Puzzle Retro Stealth Story Rich Stylized Surreal Survival Horror Third Person,6.610696044717759,8.918248591035702
1984020,Everhood 2,2025-03-04,37651,19.99,644983.0,15,Indie,"['Chris Nordgren', 'Jordi Roca']",https://store.steampowered.com/app/1984020,2038,75,5942,"['2D', 'Action', 'Action-Adventure', 'Adventure', 'Choices Matter', 'Comedy', 'Dark', 'Funny', 'Horror', 'Indie', 'JRPG', 'Level Editor', 'Music', 'Pixel Graphics', 'Psychedelic', 'RPG', 'Replay Value', 'Rhythm', 'Singleplayer', 'Story Rich']",Foreign Gnomes,2D Action Action-Adventure Adventure Choices Matter Comedy Dark Funny Horror Indie JRPG Level Editor Music Pixel Graphics Psychedelic RPG Replay Value Rhythm Singleplayer Story Rich,7.620214770574455,8.68996933536666
1999520,CATO: Buttered Cat,2024-09-05,72906,10.99,538628.0,5,Indie,['Team Woll'],https://store.steampowered.com/app/1999520,2430,99,7479,"['2D Platformer', 'Adventure', 'Cartoon', 'Cats', 'Controller', 'Cute', 'Fantasy', 'Funny', 'Hidden Object', 'Indie', 'Local Co-Op', 'Local Multiplayer', 'Multiplayer', 'Physics', 'Pixel Graphics', 'Platformer', 'Puzzle', 'Puzzle Platformer', 'Science', 'Singleplayer']",GCORES PUBLISHING,2D Platformer Adventure Cartoon Cats Controller Cute Fantasy Funny Hidden Object Indie Local Co-Op Local Multiplayer Multiplayer Physics Pixel Graphics Platformer Puzzle Puzzle Platformer Science Singleplayer,7.796057974316123,8.919988070968524
2008980,XENOTILT: HOSTILE PINBALL ACTION,2023-08-18,20534,19.99,278232.0,5,Indie,"['WIZNWAR', 'FLARB LLC']",https://store.steampowered.com/app/2008980,649,97,3263,"['2D', 'Action', 'Arcade', 'Bullet Hell', 'Colorful', 'Controller', 'Cyberpunk', 'Dark Fantasy', 'Difficult', 'Gothic', 'Hack and Slash', 'Horror', 'Physics', 'Pinball', 'Pixel Graphics', 'Sci-fi', ""Shoot 'Em Up"", 'Simulation', 'Top-Down', 'Unforgiving']",FLARB LLC,2D Action Arcade Bullet Hell Colorful Controller Cyberpunk Dark Fantasy Difficult Gothic Hack and Slash Horror Physics Pinball Pixel Graphics Sci-fi Shoot 'Em Up Simulation Top-Down Unforgiving,6.476972362889683,8.090708716083997
2013730,Gourdlets,2024-08-15,100466,4.99,395788.0,3,Indie,['AuntyGames'],https://store.steampowered.com/app/2013730,1856,94,10741,"['2D', 'Atmospheric', 'Building', 'Casual', 'City Builder', 'Clicker', 'Colorful', 'Cozy', 'Cute', 'Dog', 'Family Friendly', 'Indie', 'Isometric', 'Open World', 'Pixel Graphics', 'Procedural Generation', 'Relaxing', 'Sandbox', 'Simulation', 'Singleplayer']",Future Friends Games,2D Atmospheric Building Casual City Builder Clicker Colorful Cozy Cute Dog Family Friendly Indie Isometric Open World Pixel Graphics Procedural Generation Relaxing Sandbox Simulation Singleplayer,7.526717561352706,9.281916570465405
2013730,Gourdlets,2024-08-15,100466,4.99,395788.0,3,Indie,['AuntyGames'],https://store.steampowered.com/app/2013730,1856,94,10741,"['2D', 'Atmospheric', 'Building', 'Casual', 'City Builder', 'Clicker', 'Colorful', 'Cozy', 'Cute', 'Dog', 'Family Friendly', 'Indie', 'Isometric', 'Open World', 'Pixel Graphics', 'Procedural Generation', 'Relaxing', 'Sandbox', 'Simulation', 'Singleplayer']",AuntyGames,2D Atmospheric Building Casual City Builder Clicker Colorful Cozy Cute Dog Family Friendly Indie Isometric Open World Pixel Graphics Procedural Generation Relaxing Sandbox Simulation Singleplayer,7.526717561352706,9.281916570465405
2026820,Die in the Dungeon,2025-02-21,119709,12.99,1126015.0,9,AA,['ATICO'],https://store.steampowered.com/app/2026820,2112,91,13744,"['2D', 'Card Battler', 'Card Game', 'Choices Matter', 'Cozy', 'Deckbuilding', 'Dice', 'Dungeon Crawler', 'Early Access', 'Pixel Graphics', 'RPG', 'Replay Value', 'Roguelike', 'Roguelike Deckbuilder', 'Roguelite', 'Strategy', 'Turn-Based', 'Turn-Based Combat', 'Turn-Based Strategy', 'Turn-Based Tactics']",HypeTrain Digital,2D Card Battler Card Game Choices Matter Cozy Deckbuilding Dice Dungeon Crawler Early Access Pixel Graphics RPG Replay Value Roguelike Roguelike Deckbuilder Roguelite Strategy Turn-Based Turn-Based Combat Turn-Based Strategy Turn-Based Tactics,7.655864017616056,9.528430400599346
2026820,Die in the Dungeon,2025-02-21,119709,12.99,1126015.0,9,AA,['ATICO'],https://store.steampowered.com/app/2026820,2112,91,13744,"['2D', 'Card Battler', 'Card Game', 'Choices Matter', 'Cozy', 'Deckbuilding', 'Dice', 'Dungeon Crawler', 'Early Access', 'Pixel Graphics', 'RPG', 'Replay Value', 'Roguelike', 'Roguelike Deckbuilder', 'Roguelite', 'Strategy', 'Turn-Based', 'Turn-Based Combat', 'Turn-Based Strategy', 'Turn-Based Tactics']",INSTINCT3,2D Card Battler Card Game Choices Matter Cozy Deckbuilding Dice Dungeon Crawler Early Access Pixel Graphics RPG Replay Value Roguelike Roguelike Deckbuilder Roguelite Strategy Turn-Based Turn-Based Combat Turn-Based Strategy Turn-Based Tactics,7.655864017616056,9.528430400599346
2051500,Soak & Splash,2023-11-19,89733,0.0,0.0,1,Indie,['Hosthood Studio'],https://store.steampowered.com/app/2051500,1492,90,1124,"['3D', '3D Fighter', '6DOF', 'Action', 'Action-Adventure', 'Adventure', 'Atmospheric', 'Combat', 'Early Access', 'First-Person', 'Free to Play', 'Funny', 'Indie', 'Massively Multiplayer', 'Multiplayer', 'Pixel Graphics', 'PvP', 'Relaxing', 'Sexual Content', 'Stylized']",Hosthood Studio,3D 3D Fighter 6DOF Action Action-Adventure Adventure Atmospheric Combat Early Access First-Person Free to Play Funny Indie Massively Multiplayer Multiplayer Pixel Graphics PvP Relaxing Sexual Content Stylized,7.30854279753919,7.025538314638521
2058570,Rift Wizard 2,2024-03-24,20667,19.99,284667.0,34,Indie,['Dylan White'],https://store.steampowered.com/app/2058570,616,92,3793,"[""1990's"", '2D', 'Character Customization', 'Fantasy', 'Indie', 'Magic', 'Minimalist', 'Old School', 'Pixel Graphics', 'Procedural Generation', 'RPG', 'Retro', 'Roguelike', 'Singleplayer', 'Strategy', 'Tactical RPG', 'Traditional Roguelike', 'Turn-Based Combat', 'Turn-Based Strategy']",Dylan White,1990's 2D Character Customization Fantasy Indie Magic Minimalist Old School Pixel Graphics Procedural Generation RPG Retro Roguelike Singleplayer Strategy Tactical RPG Traditional Roguelike Turn-Based Combat Turn-Based Strategy,6.424869023905388,8.24117615049496
2075070,KinitoPET,2024-01-09,262423,5.99,1419659.0,3,Indie,['troy_en'],https://store.steampowered.com/app/2075070,12796,93,11921,"[""1990's"", '2D', '3D', 'Artificial Intelligence', 'Casual', 'Conversation', 'Horror', 'Immersive Sim', 'Indie', 'Linear', 'Multiple Endings', 'Narration', 'Pixel Graphics', 'Psychological', 'Psychological Horror', 'Retro', 'Simulation', 'Singleplayer', 'Story Rich', 'Visual Novel']",troy_en,1990's 2D 3D Artificial Intelligence Casual Conversation Horror Immersive Sim Indie Linear Multiple Endings Narration Pixel Graphics Psychological Psychological Horror Retro Simulation Singleplayer Story Rich Visual Novel,9.456966047437597,9.386140711779872
2076010,UNDER NIGHT IN-BIRTH II Sys:Celes,2024-01-24,97730,69.99,3591805.0,31,AA,"['FRENCH-BREAD', 'Arc System Works']",https://store.steampowered.com/app/2076010,2226,86,7382,"['2D', '2D Fighter', 'Action', 'Anime', 'Arcade', 'Comic Book', 'Drama', 'Fighting', 'Great Soundtrack', 'Local Multiplayer', 'Multiplayer', 'Pixel Graphics', 'PvP', 'Singleplayer', 'Spectacle fighter']",Arc System Works,2D 2D Fighter Action Anime Arcade Comic Book Drama Fighting Great Soundtrack Local Multiplayer Multiplayer Pixel Graphics PvP Singleplayer Spectacle fighter,7.708410667257367,8.906935339059165
2076580,Pepper Grinder,2024-03-28,31810,14.99,360059.0,3,AA,"['Ahr Ech', 'MP2 Games']",https://store.steampowered.com/app/2076580,1061,86,7523,"['2D', '2D Platformer', 'Action', 'Action-Adventure', 'Arcade', 'Colorful', 'Combat', 'Controller', 'Cute', 'Difficult', 'Female Protagonist', 'Funny', 'Indie', 'Pixel Graphics', 'Platformer', 'Remake', 'Retro', 'Singleplayer']",Devolver Digital,2D 2D Platformer Action Action-Adventure Arcade Colorful Combat Controller Cute Difficult Female Protagonist Funny Indie Pixel Graphics Platformer Remake Retro Singleplayer,6.967909201801884,8.925853190420922
2086430,NIMRODS,2024-10-28,103195,9.99,908611.0,15,Indie,['Fiveamp'],https://store.steampowered.com/app/2086430,1404,85,9334,"['2D', 'Action', 'Action RPG', 'Action Roguelike', 'Bullet Hell', 'Colorful', 'Controller', 'Early Access', 'Gun Customization', 'Pixel Graphics', 'PvE', 'RPG', 'Roguelike', 'Roguelite', 'Sci-fi', ""Shoot 'Em Up"", 'Shooter', 'Singleplayer', 'Top-Down Shooter', 'Twin Stick Shooter']",Fiveamp,2D Action Action RPG Action Roguelike Bullet Hell Colorful Controller Early Access Gun Customization Pixel Graphics PvE RPG Roguelike Roguelite Sci-fi Shoot 'Em Up Shooter Singleplayer Top-Down Shooter Twin Stick Shooter,7.247792581767846,9.141526055975824
2088840,Picayune Dreams,2023-12-04,64218,4.99,263435.0,16,Indie,"['Stepford', 'Andyland', 'milkypossum']",https://store.steampowered.com/app/2088840,3474,99,3876,"['Action', 'Action Roguelike', 'Arena Shooter', 'Bullet Hell', 'Colorful', 'Exploration', 'Female Protagonist', 'Futuristic', 'Lore-Rich', 'Pixel Graphics', 'Procedural Generation', 'Psychedelic', 'Roguelike', 'Roguelite', 'Sci-fi', 'Space', 'Surreal', 'Survival', 'Top-Down Shooter', 'Transhumanism']",2 Left Thumbs,Action Action Roguelike Arena Shooter Bullet Hell Colorful Exploration Female Protagonist Futuristic Lore-Rich Pixel Graphics Procedural Generation Psychedelic Roguelike Roguelite Sci-fi Space Surreal Survival Top-Down Shooter Transhumanism,8.153349757998892,8.262816937670928
2089600,Urban Myth Dissolution Center,2025-02-12,93636,17.99,1318844.0,10,Indie,['Hakababunko'],https://store.steampowered.com/app/2089600,4318,88,17741,"['2D', 'Adventure', 'Anime', 'Choices Matter', 'Choose Your Own Adventure', 'Detective', 'Drama', 'Exploration', 'Horror', 'Illuminati', 'Mystery', 'Pixel Graphics', 'Point & Click', 'Psychological Horror', 'Singleplayer', 'Story Rich', 'Supernatural', 'Text-Based', 'Visual Novel', 'Well-Written']",SHUEISHA GAMES,2D Adventure Anime Choices Matter Choose Your Own Adventure Detective Drama Exploration Horror Illuminati Mystery Pixel Graphics Point & Click Psychological Horror Singleplayer Story Rich Supernatural Text-Based Visual Novel Well-Written,8.3707791729607,9.783689989080532
2097230,Turnip Boy Robs a Bank,2024-01-18,48116,14.99,566688.0,5,Indie,['Snoozy Kazoo'],https://store.steampowered.com/app/2097230,1955,96,6501,"['2D', 'Action', 'Action-Adventure', 'Adventure', 'Combat', 'Cute', 'Dark Comedy', 'Dark Humor', 'Hack and Slash', 'Heist', 'Indie', 'Linear', 'Loot', 'Pixel Graphics', 'Roguelike', 'Roguelite', ""Shoot 'Em Up"", 'Singleplayer', 'Top-Down Shooter', 'Twin Stick Shooter']",Graffiti Games,2D Action Action-Adventure Adventure Combat Cute Dark Comedy Dark Humor Hack and Slash Heist Indie Linear Loot Pixel Graphics Roguelike Roguelite Shoot 'Em Up Singleplayer Top-Down Shooter Twin Stick Shooter,7.578656850594762,8.779865100863852
2103130,Matchmaking Inc.,2025-01-21,397724,8.99,2195001.0,12,AA,['Wave Games'],https://store.steampowered.com/app/2103130,5002,86,14959,"['2D', 'Card Game', 'Casual', 'Choices Matter', 'Cute', 'Dating Sim', 'Deckbuilding', 'Exploration', 'Funny', 'Management', 'Multiple Endings', 'Pixel Graphics', 'Psychological Horror', 'RPG', 'Romance', 'Sandbox', 'Story Rich', 'Time Management', 'Top-Down', 'Word Game']",Lightning Games,2D Card Game Casual Choices Matter Cute Dating Sim Deckbuilding Exploration Funny Management Multiple Endings Pixel Graphics Psychological Horror RPG Romance Sandbox Story Rich Time Management Top-Down Word Game,8.517793011488205,9.613135251528469
2103130,Matchmaking Inc.,2025-01-21,397724,8.99,2195001.0,12,AA,['Wave Games'],https://store.steampowered.com/app/2103130,5002,86,14959,"['2D', 'Card Game', 'Casual', 'Choices Matter', 'Cute', 'Dating Sim', 'Deckbuilding', 'Exploration', 'Funny', 'Management', 'Multiple Endings', 'Pixel Graphics', 'Psychological Horror', 'RPG', 'Romance', 'Sandbox', 'Story Rich', 'Time Management', 'Top-Down', 'Word Game']",Wave Games,2D Card Game Casual Choices Matter Cute Dating Sim Deckbuilding Exploration Funny Management Multiple Endings Pixel Graphics Psychological Horror RPG Romance Sandbox Story Rich Time Management Top-Down Word Game,8.517793011488205,9.613135251528469
2113040,RUNGORE,2023-10-12,55302,14.99,474207.0,5,Indie,"[""YOUR_MOM'S_HP"", 'RavenJm']",https://store.steampowered.com/app/2113040,970,89,6476,"['2D', ""Beat 'em up"", 'Card Battler', 'Card Game', 'Class-Based', 'Dark Humor', 'Deckbuilding', 'Difficult', 'Indie', 'Pixel Graphics', 'RPG', 'Real Time Tactics', 'Replay Value', 'Roguelike', 'Roguelike Deckbuilder', 'Roguelite', 'Singleplayer', 'Strategy', 'Strategy RPG', 'Trading Card Game']",GrabTheGames,2D Beat 'em up Card Battler Card Game Class-Based Dark Humor Deckbuilding Difficult Indie Pixel Graphics RPG Real Time Tactics Replay Value Roguelike Roguelike Deckbuilder Roguelite Singleplayer Strategy Strategy RPG Trading Card Game,6.878326468291325,8.776012719182917
2113040,RUNGORE,2023-10-12,55302,14.99,474207.0,5,Indie,"[""YOUR_MOM'S_HP"", 'RavenJm']",https://store.steampowered.com/app/2113040,970,89,6476,"['2D', ""Beat 'em up"", 'Card Battler', 'Card Game', 'Class-Based', 'Dark Humor', 'Deckbuilding', 'Difficult', 'Indie', 'Pixel Graphics', 'RPG', 'Real Time Tactics', 'Replay Value', 'Roguelike', 'Roguelike Deckbuilder', 'Roguelite', 'Singleplayer', 'Strategy', 'Strategy RPG', 'Trading Card Game']",Gamera Games,2D Beat 'em up Card Battler Card Game Class-Based Dark Humor Deckbuilding Difficult Indie Pixel Graphics RPG Real Time Tactics Replay Value Roguelike Roguelike Deckbuilder Roguelite Singleplayer Strategy Strategy RPG Trading Card Game,6.878326468291325,8.776012719182917
2113040,RUNGORE,2023-10-12,55302,14.99,474207.0,5,Indie,"[""YOUR_MOM'S_HP"", 'RavenJm']",https://store.steampowered.com/app/2113040,970,89,6476,"['2D', ""Beat 'em up"", 'Card Battler', 'Card Game', 'Class-Based', 'Dark Humor', 'Deckbuilding', 'Difficult', 'Indie', 'Pixel Graphics', 'RPG', 'Real Time Tactics', 'Replay Value', 'Roguelike', 'Roguelike Deckbuilder', 'Roguelite', 'Singleplayer', 'Strategy', 'Strategy RPG', 'Trading Card Game']",UpgradePoint,2D Beat 'em up Card Battler Card Game Class-Based Dark Humor Deckbuilding Difficult Indie Pixel Graphics RPG Real Time Tactics Replay Value Roguelike Roguelike Deckbuilder Roguelite Singleplayer Strategy Strategy RPG Trading Card Game,6.878326468291325,8.776012719182917
2114740,Blasphemous 2,2023-08-24,480421,37.99,8296453.0,16,AA,['The Game Kitchen'],https://store.steampowered.com/app/2114740,15039,91,43000,"['2D', '2D Platformer', 'Action RPG', 'Action-Adventure', 'Adventure', 'Combat', 'Difficult', 'Fantasy', 'Hack and Slash', 'Horror', 'Lore-Rich', 'Metroidvania', 'Multiple Endings', 'Nonlinear', 'Pixel Graphics', 'Platformer', 'Side Scroller', 'Souls-like', 'Story Rich', 'Unforgiving']",Team17,2D 2D Platformer Action RPG Action-Adventure Adventure Combat Difficult Fantasy Hack and Slash Horror Lore-Rich Metroidvania Multiple Endings Nonlinear Pixel Graphics Platformer Side Scroller Souls-like Story Rich Unforgiving,9.618468597503831,10.668978650219241
2118420,Stories from Sol: The Gun-Dog,2025-02-20,15146,14.99,186044.0,4,Indie,['Space Colony Studios'],https://store.steampowered.com/app/2118420,766,91,9419,"['Adventure', 'Anime', 'Atmospheric', 'Choices Matter', 'Choose Your Own Adventure', 'Drama', 'First-Person', 'Interactive Fiction', 'Mechs', 'Military', 'Multiple Endings', 'Pixel Graphics', 'RPG', 'Retro', 'Sci-fi', 'Singleplayer', 'Space', 'Story Rich', 'Stylized', 'Visual Novel']",Astrolabe Games,Adventure Anime Atmospheric Choices Matter Choose Your Own Adventure Drama First-Person Interactive Fiction Mechs Military Multiple Endings Pixel Graphics RPG Retro Sci-fi Singleplayer Space Story Rich Stylized Visual Novel,6.642486801367256,9.150590367570409
2118420,Stories from Sol: The Gun-Dog,2025-02-20,15146,14.99,186044.0,4,Indie,['Space Colony Studios'],https://store.steampowered.com/app/2118420,766,91,9419,"['Adventure', 'Anime', 'Atmospheric', 'Choices Matter', 'Choose Your Own Adventure', 'Drama', 'First-Person', 'Interactive Fiction', 'Mechs', 'Military', 'Multiple Endings', 'Pixel Graphics', 'RPG', 'Retro', 'Sci-fi', 'Singleplayer', 'Space', 'Story Rich', 'Stylized', 'Visual Novel']",Meridiem Games,Adventure Anime Atmospheric Choices Matter Choose Your Own Adventure Drama First-Person Interactive Fiction Mechs Military Multiple Endings Pixel Graphics RPG Retro Sci-fi Singleplayer Space Story Rich Stylized Visual Novel,6.642486801367256,9.150590367570409
2121980,Void Stranger,2023-09-01,88630,11.99,985441.0,14,Indie,['System Erasure'],https://store.steampowered.com/app/2121980,2665,91,6266,"['2D', 'Adventure', 'Atmospheric', 'Difficult', 'Female Protagonist', 'Great Soundtrack', 'Horror', 'Indie', 'LGBTQ+', 'Mystery', 'Nudity', 'Pixel Graphics', 'Psychological Horror', 'Puzzle', 'Retro', ""Shoot 'Em Up"", 'Singleplayer', 'Sokoban', 'Story Rich', 'Top-Down']",System Erasure,2D Adventure Atmospheric Difficult Female Protagonist Great Soundtrack Horror Indie LGBTQ+ Mystery Nudity Pixel Graphics Psychological Horror Puzzle Retro Shoot 'Em Up Singleplayer Sokoban Story Rich Top-Down,7.888334500738654,8.743053050224676
2135150,Elin,2024-11-01,344407,19.99,6086243.0,49,Indie,['Lafrontier'],https://store.steampowered.com/app/2135150,7036,94,60204,"['2D', 'Character Customization', 'Difficult', 'Dungeon Crawler', 'Early Access', 'Exploration', 'JRPG', 'Loot', 'Multiplayer', 'Mystery Dungeon', 'Nonlinear', 'Open World', 'Perma Death', 'Pixel Graphics', 'Procedural Generation', 'RPG', 'Roguelike', 'Sandbox', 'Singleplayer', 'Traditional Roguelike']",Lafrontier,2D Character Customization Difficult Dungeon Crawler Early Access Exploration JRPG Loot Multiplayer Mystery Dungeon Nonlinear Open World Perma Death Pixel Graphics Procedural Generation RPG Roguelike Sandbox Singleplayer Traditional Roguelike,8.85893722196655,11.00551068432632
2142790,Fields of Mistria,2024-08-05,594229,13.99,7554973.0,22,Indie,['NPC Studio'],https://store.steampowered.com/app/2142790,22200,98,116810,"['2D', 'Agriculture', 'Anime', 'Building', 'Cooking', 'Crafting', 'Cute', 'Dating Sim', 'Early Access', 'Farming', 'Farming Sim', 'Life Sim', 'Mining', 'Open World', 'Pixel Graphics', 'RPG', 'Relaxing', 'Romance', 'Sandbox', 'Simulation']",NPC Studio,2D Agriculture Anime Building Cooking Crafting Cute Dating Sim Early Access Farming Farming Sim Life Sim Mining Open World Pixel Graphics RPG Relaxing Romance Sandbox Simulation,10.007892611890918,11.668312523023978
2152740,ADEN,2024-12-11,9847,8.99,72744.0,3,Indie,['takayakata'],https://store.steampowered.com/app/2152740,508,97,1551,"['2D', 'Action', 'Anime', ""Beat 'em up"", 'Colorful', 'Comic Book', 'Cute', 'Dark Humor', 'Indie', 'Logic', 'Music', 'Pixel Graphics', 'Psychological Horror', 'Retro', 'Rhythm', 'Sci-fi', 'Side Scroller', 'Singleplayer', 'Spectacle fighter', 'Surreal']",takayakata,2D Action Anime Beat 'em up Colorful Comic Book Cute Dark Humor Indie Logic Music Pixel Graphics Psychological Horror Retro Rhythm Sci-fi Side Scroller Singleplayer Spectacle fighter Surreal,6.2324480165505225,7.347299700743164
2159210,Just a To the Moon Series Beach Episode,2024-09-20,46344,7.99,254055.0,3,Indie,['Freebird Games'],https://store.steampowered.com/app/2159210,3185,98,6466,"['2D', 'Adventure', 'Atmospheric', 'Cinematic', 'Dating Sim', 'Emotional', 'Funny', 'Indie', 'JRPG', 'Linear', 'Narration', 'Narrative', 'Pixel Graphics', 'Point & Click', 'RPG', 'RPGMaker', 'Sci-fi', 'Singleplayer', 'Story Rich', 'Top-Down']",Freebird Games,2D Adventure Atmospheric Cinematic Dating Sim Emotional Funny Indie JRPG Linear Narration Narrative Pixel Graphics Point & Click RPG RPGMaker Sci-fi Singleplayer Story Rich Top-Down,8.066521490469993,8.774467601446593
2160220,Shipwrecked 64,2024-01-01,32774,7.99,244089.0,6,Indie,"[""Squeaks D'Corgeh"", 'Cogware Games']",https://store.steampowered.com/app/2160220,2041,96,3601,"['1980s', ""1990's"", '3D', 'Adventure', 'Casual', 'Choices Matter', 'Co-op', 'Controller', 'Dark', 'Exploration', 'Horror', 'Multiplayer', 'Online Co-Op', 'Pixel Graphics', 'Platformer', 'Psychological Horror', 'Puzzle', 'Singleplayer', 'Story Rich', 'Strategy']",Cogware Games,1980s 1990's 3D Adventure Casual Choices Matter Co-op Controller Dark Exploration Horror Multiplayer Online Co-Op Pixel Graphics Platformer Psychological Horror Puzzle Singleplayer Story Rich Strategy,7.621684998724611,8.189244525735901
2162680,Doom Sweeper,2023-12-06,28378,4.99,93834.0,10,Indie,['Paper Dog'],https://store.steampowered.com/app/2162680,766,76,2327,"['2D', 'Action', 'Action Roguelike', 'Anime', 'Cartoony', 'Casual', 'Cute', 'Fantasy', 'Funny', 'Hack and Slash', 'Idler', 'Military', 'Pixel Graphics', 'Post-apocalyptic', 'RPG', 'Roguelike', 'Roguelite', 'Strategy', 'Tower Defense', 'Zombies']",Paper Dog,2D Action Action Roguelike Anime Cartoony Casual Cute Fantasy Funny Hack and Slash Idler Military Pixel Graphics Post-apocalyptic RPG Roguelike Roguelite Strategy Tower Defense Zombies,6.642486801367256,7.752764808851328
2167960,买个可乐饼吧！ - Buy a Croquette!,2024-04-27,121296,0.0,766.0,3,Indie,['越青'],https://store.steampowered.com/app/2167960,5245,99,3255,"['Adventure', 'Anime', 'Casual', 'Drama', 'Exploration', 'Female Protagonist', 'Funny', 'Interactive Fiction', 'JRPG', 'Multiple Endings', 'Mystery', 'Pixel Graphics', 'Psychological Horror', 'Puzzle', 'RPG', 'RPGMaker', 'Sci-fi', 'Strategy', 'Strategy RPG', 'Visual Novel']",Eternal Dream,Adventure Anime Casual Drama Exploration Female Protagonist Funny Interactive Fiction JRPG Multiple Endings Mystery Pixel Graphics Psychological Horror Puzzle RPG RPGMaker Sci-fi Strategy Strategy RPG Visual Novel,8.56522116042682,8.08825472712243
2178990,Sodaman,2025-02-17,15602,4.99,56857.0,9,Indie,['Tape Corps'],https://store.steampowered.com/app/2178990,540,78,1694,"['2D', 'Action', 'Action RPG', 'Action Roguelike', 'Bullet Hell', 'Casual', 'Controller', 'Cyberpunk', 'Dark Comedy', 'Early Access', 'Hack and Slash', 'Pixel Graphics', 'Procedural Generation', 'Roguelike', 'Roguelite', 'Score Attack', 'Shooter', 'Singleplayer', 'Top-Down', 'Top-Down Shooter']",GameDev.ist,2D Action Action RPG Action Roguelike Bullet Hell Casual Controller Cyberpunk Dark Comedy Early Access Hack and Slash Pixel Graphics Procedural Generation Roguelike Roguelite Score Attack Shooter Singleplayer Top-Down Top-Down Shooter,6.293419278846481,7.43543801981455
2179850,Cobalt Core,2023-11-08,125988,19.99,2084176.0,14,Indie,['Rocket Rat Games'],https://store.steampowered.com/app/2179850,3687,96,12005,"['Card Game', 'Combat', 'Deckbuilding', 'Funny', 'Grid-Based Movement', 'Logic', 'Pixel Graphics', 'PvE', 'Roguelike', 'Roguelike Deckbuilder', 'Sci-fi', 'Singleplayer', 'Space', 'Story Rich', 'Strategy', 'Tactical', 'Tactical RPG', 'Turn-Based Combat', 'Turn-Based Strategy', 'Turn-Based Tactics']",Brace Yourself Games,Card Game Combat Deckbuilding Funny Grid-Based Movement Logic Pixel Graphics PvE Roguelike Roguelike Deckbuilder Sci-fi Singleplayer Space Story Rich Strategy Tactical Tactical RPG Turn-Based Combat Turn-Based Strategy Turn-Based Tactics,8.212839584676484,9.393161803811788
2180600,Heartwood Online,2023-08-18,285016,0.0,126215.0,12,Indie,['E Bros'],https://store.steampowered.com/app/2180600,2976,70,4778,"['2D', 'Action RPG', 'Adventure', 'Anime', 'Casual', 'Crafting', 'Dungeon Crawler', 'Early Access', 'Exploration', 'Hack and Slash', 'MMORPG', 'Magic', 'Massively Multiplayer', 'Medieval', 'Open World', 'Pixel Graphics', 'PvE', 'RPG', 'Top-Down', 'Trading']",E Bros,2D Action RPG Adventure Anime Casual Crafting Dungeon Crawler Early Access Exploration Hack and Slash MMORPG Magic Massively Multiplayer Medieval Open World Pixel Graphics PvE RPG Top-Down Trading,7.998671361015776,8.471986598578159
