steamId,name,Tags,firstReleaseDate,copiesSold,price,revenue,avgPlaytime,publisherClass,publishers,developers,steamUrl,Review Count,Review Score,Steam Followers
2479320,Pesticide Not Required,Action Roguelike,3/18/2024,"43,448",$6.50,"$233,389",7,Indie,"[""Jampacked Games"",""Gamersky Games""]","[""Jampacked Games""]",https://store.steampowered.com/app/2479320,823,94,"3,169"
2479320,Pesticide Not Required,Bullet Hell,3/18/2024,"43,448",$6.50,"$233,389",7,Indie,"[""Jampacked Games"",""Gamersky Games""]","[""Jampacked Games""]",https://store.steampowered.com/app/2479320,823,94,"3,169"
2479320,Pesticide Not Required,Roguelite,3/18/2024,"43,448",$6.50,"$233,389",7,Indie,"[""Jampacked Games"",""Gamersky Games""]","[""Jampacked Games""]",https://store.steampowered.com/app/2479320,823,94,"3,169"
2479320,Pesticide Not Required,Shoot 'Em Up,3/18/2024,"43,448",$6.50,"$233,389",7,Indie,"[""Jampacked Games"",""Gamersky Games""]","[""Jampacked Games""]",https://store.steampowered.com/app/2479320,823,94,"3,169"
2479320,Pesticide Not Required,Action RPG,3/18/2024,"43,448",$6.50,"$233,389",7,Indie,"[""Jampacked Games"",""Gamersky Games""]","[""Jampacked Games""]",https://store.steampowered.com/app/2479320,823,94,"3,169"
2479320,Pesticide Not Required,Top-Down Shooter,3/18/2024,"43,448",$6.50,"$233,389",7,Indie,"[""Jampacked Games"",""Gamersky Games""]","[""Jampacked Games""]",https://store.steampowered.com/app/2479320,823,94,"3,169"
2479320,Pesticide Not Required,Farming Sim,3/18/2024,"43,448",$6.50,"$233,389",7,Indie,"[""Jampacked Games"",""Gamersky Games""]","[""Jampacked Games""]",https://store.steampowered.com/app/2479320,823,94,"3,169"
2479320,Pesticide Not Required,Action,3/18/2024,"43,448",$6.50,"$233,389",7,Indie,"[""Jampacked Games"",""Gamersky Games""]","[""Jampacked Games""]",https://store.steampowered.com/app/2479320,823,94,"3,169"
2479320,Pesticide Not Required,Twin Stick Shooter,3/18/2024,"43,448",$6.50,"$233,389",7,Indie,"[""Jampacked Games"",""Gamersky Games""]","[""Jampacked Games""]",https://store.steampowered.com/app/2479320,823,94,"3,169"
2479320,Pesticide Not Required,Singleplayer,3/18/2024,"43,448",$6.50,"$233,389",7,Indie,"[""Jampacked Games"",""Gamersky Games""]","[""Jampacked Games""]",https://store.steampowered.com/app/2479320,823,94,"3,169"
2479320,Pesticide Not Required,Casual,3/18/2024,"43,448",$6.50,"$233,389",7,Indie,"[""Jampacked Games"",""Gamersky Games""]","[""Jampacked Games""]",https://store.steampowered.com/app/2479320,823,94,"3,169"
2479320,Pesticide Not Required,Top-Down,3/18/2024,"43,448",$6.50,"$233,389",7,Indie,"[""Jampacked Games"",""Gamersky Games""]","[""Jampacked Games""]",https://store.steampowered.com/app/2479320,823,94,"3,169"
2479320,Pesticide Not Required,Arena Shooter,3/18/2024,"43,448",$6.50,"$233,389",7,Indie,"[""Jampacked Games"",""Gamersky Games""]","[""Jampacked Games""]",https://store.steampowered.com/app/2479320,823,94,"3,169"
2479320,Pesticide Not Required,Pixel Graphics,3/18/2024,"43,448",$6.50,"$233,389",7,Indie,"[""Jampacked Games"",""Gamersky Games""]","[""Jampacked Games""]",https://store.steampowered.com/app/2479320,823,94,"3,169"
2479320,Pesticide Not Required,RPG,3/18/2024,"43,448",$6.50,"$233,389",7,Indie,"[""Jampacked Games"",""Gamersky Games""]","[""Jampacked Games""]",https://store.steampowered.com/app/2479320,823,94,"3,169"
2479320,Pesticide Not Required,Arcade,3/18/2024,"43,448",$6.50,"$233,389",7,Indie,"[""Jampacked Games"",""Gamersky Games""]","[""Jampacked Games""]",https://store.steampowered.com/app/2479320,823,94,"3,169"
2479320,Pesticide Not Required,2D,3/18/2024,"43,448",$6.50,"$233,389",7,Indie,"[""Jampacked Games"",""Gamersky Games""]","[""Jampacked Games""]",https://store.steampowered.com/app/2479320,823,94,"3,169"
2479320,Pesticide Not Required,Score Attack,3/18/2024,"43,448",$6.50,"$233,389",7,Indie,"[""Jampacked Games"",""Gamersky Games""]","[""Jampacked Games""]",https://store.steampowered.com/app/2479320,823,94,"3,169"
2479320,Pesticide Not Required,Controller,3/18/2024,"43,448",$6.50,"$233,389",7,Indie,"[""Jampacked Games"",""Gamersky Games""]","[""Jampacked Games""]",https://store.steampowered.com/app/2479320,823,94,"3,169"
2479320,Pesticide Not Required,Roguelike,3/18/2024,"43,448",$6.50,"$233,389",7,Indie,"[""Jampacked Games"",""Gamersky Games""]","[""Jampacked Games""]",https://store.steampowered.com/app/2479320,823,94,"3,169"
1897650,Dream Tactics,JRPG,4/15/2024,"17,456",$17.99,"$229,189",12,Indie,"[""indie.io""]","[""Spectra Entertainment Inc.""]",https://store.steampowered.com/app/1897650,539,92,"5,414"
