steamId,name,firstReleaseDate,copiesSold,price,revenue,avgPlaytime,publisherClass,publishers,developers,steamUrl,review_count,review_score,followers,tags
1231560,Aurelia,2024-12-17,87129,19.99,1346433.0,7,Indie,['Critical Bliss'],['MirthalGames'],https://store.steampowered.com/app/1231560,1631,95,27160,"['2D', 'Adventure', 'Anime', 'Choose Your Own Adventure', 'Dating Sim', 'Exploration', 'Hand-drawn', 'Hentai', 'Indie', 'LGBTQ+', 'Mature', 'NSFW', 'Nudity', 'Pixel Graphics', 'Point & Click', 'RPG', 'Retro', 'Sexual Content', 'Singleplayer', 'Turn-Based Combat']"
1231990,Gestalt: Steam & Cinder,2024-07-16,33042,19.99,426600.0,6,AA,['Fireshine Games'],['Metamorphosis Games'],https://store.steampowered.com/app/1231990,1768,80,19060,"['2D', '2D Platformer', 'Action', 'Adventure', 'Anime', 'Atmospheric', 'Combat', 'Exploration', 'Fantasy', 'Female Protagonist', 'Indie', 'JRPG', 'Metroidvania', 'Narrative', 'Pixel Graphics', 'Platformer', 'RPG', 'Singleplayer', 'Steampunk', 'Story Rich']"
1233070,Isles of Sea and Sky,2024-05-22,36196,19.99,454521.0,12,Indie,"['Cicada Games', 'Gamirror Games']",['Cicada Games'],https://store.steampowered.com/app/1233070,1149,94,5200,"['Adventure', 'Atmospheric', 'Casual', 'Collectathon', 'Exploration', 'Lore-Rich', 'Metroidvania', 'Multiple Endings', 'Mythology', 'Nonlinear', 'Old School', 'Open World', 'Pixel Graphics', 'Puzzle', 'Relaxing', 'Retro', 'Singleplayer', 'Sokoban', 'Strategy', 'Stylized']"
1244090,Sea of Stars,2023-08-28,390972,34.99,10435906.0,19,Indie,['Sabotage Studio'],['Sabotage Studio'],https://store.steampowered.com/app/1244090,13191,89,109948,"['2D', 'Adventure', 'Co-op', 'Emotional', 'Exploration', 'Fantasy', 'Funny', 'Indie', 'JRPG', 'Local Co-Op', 'Lore-Rich', 'Multiplayer', 'Nostalgia', 'Party-Based RPG', 'Pixel Graphics', 'RPG', 'Retro', 'Singleplayer', 'Story Rich', 'Turn-Based Combat']"
1252680,SENTRY,2024-03-25,23637,19.99,414550.0,9,Indie,['Fireblade Software'],['Fireblade Software'],https://store.steampowered.com/app/1252680,751,85,13429,"['3D', 'Action', 'Aliens', 'Colorful', 'Combat', 'Early Access', 'FPS', 'First-Person', 'Inventory Management', 'Pixel Graphics', 'Roguelike', 'Roguelite', 'Sci-fi', 'Shooter', 'Singleplayer', 'Space', 'Strategy', 'Stylized', 'Survival', 'Tower Defense']"
1274600,The Last Faith,2023-11-15,98934,27.99,1926618.0,12,AA,['Playstack'],['Kumi Souls Games'],https://store.steampowered.com/app/1274600,4203,82,36243,"['2D', 'Action', 'Adventure', 'Blood', 'Controller', 'Dark', 'Dark Fantasy', 'Difficult', 'Gore', 'Gothic', 'Horror', 'Indie', 'Metroidvania', 'Pixel Graphics', 'Platformer', 'Side Scroller', 'Singleplayer', 'Souls-like', 'Vampire', 'Violent']"
1286990,CONSCRIPT,2024-07-23,42774,19.99,655659.0,8,AA,['Team17'],"['Jordan Mochi', 'Catchweight Studio']",https://store.steampowered.com/app/1286990,1633,92,19753,"['2D', 'Action-Adventure', 'Adventure', 'Alternate History', 'Atmospheric', 'Dark', 'Exploration', 'Historical', 'Horror', 'Inventory Management', 'Isometric', 'Military', 'Multiple Endings', 'Pixel Graphics', 'Psychological Horror', 'Survival', 'Survival Horror', 'Top-Down', 'War', 'World War I']"
1293170,BZZZT,2023-11-13,21102,11.99,133354.0,3,Indie,['CINEMAX GAMES'],['KO.DLL'],https://store.steampowered.com/app/1293170,1008,94,2959,"['2D', '2D Platformer', 'Action', 'Arcade', 'Colorful', 'Controller', 'Cute', 'Difficult', 'Fast-Paced', 'Funny', 'Indie', 'Perma Death', 'Pixel Graphics', 'Platformer', 'Precision Platformer', 'Robots', 'Score Attack', 'Singleplayer', 'Soundtrack', 'Time Attack']"
1320140,Small Saga,2023-11-16,22261,19.99,390755.0,6,Indie,['Darya Noghani'],['Darya Noghani'],https://store.steampowered.com/app/1320140,1942,96,9006,"[""1990's"", '2.5D', '2D', 'Adventure', 'Colorful', 'Dark Fantasy', 'Exploration', 'Fantasy', 'Indie', 'Isometric', 'JRPG', 'LGBTQ+', 'Linear', 'Medieval', 'Nature', 'Party-Based RPG', 'Pixel Graphics', 'RPG', 'Story Rich', 'Turn-Based Combat']"
1325260,Kitsune Tails,2024-08-01,10331,19.99,164598.0,4,Indie,"['Kitsune Games', 'MidBoss, LLC.']",['Kitsune Games'],https://store.steampowered.com/app/1325260,824,95,3636,"['2D', '2D Platformer', 'Action', 'Adventure', 'Atmospheric', 'Cute', 'Difficult', 'Exploration', 'Fantasy', 'Fast-Paced', 'Female Protagonist', 'Indie', 'LGBTQ+', 'Pixel Graphics', 'Platformer', 'Precision Platformer', 'Retro', 'Side Scroller', 'Singleplayer', 'Story Rich']"
1337520,Risk of Rain Returns,2023-11-08,1124412,14.99,13082093.0,16,AA,['Gearbox Publishing'],['Hopoo Games'],https://store.steampowered.com/app/1337520,27994,90,53172,"['2D', 'Action', 'Action Roguelike', 'Arcade', 'Atmospheric', 'Class-Based', 'Co-op', 'Combat', 'Controller', 'Local Co-Op', 'Loot', 'Looter Shooter', 'Multiplayer', 'Online Co-Op', 'Pixel Graphics', 'PvE', 'Roguelike', 'Sci-fi', 'Singleplayer', 'Space']"
1340480,The Cosmic Wheel Sisterhood,2023-08-16,121757,17.99,1491874.0,6,AA,['Devolver Digital'],['Deconstructeam'],https://store.steampowered.com/app/1340480,5115,94,19681,"['2D', 'Adventure', 'Atmospheric', 'Casual', 'Choices Matter', 'Colorful', 'Fantasy', 'Female Protagonist', 'Great Soundtrack', 'Indie', 'Interactive Fiction', 'LGBTQ+', 'Magic', 'Mystery', 'Narrative', 'Pixel Graphics', 'Sexual Content', 'Singleplayer', 'Story Rich', 'Visual Novel']"
1346360,Old Skies,2025-04-23,11348,19.99,191617.0,8,Indie,['Wadjet Eye Games'],['Wadjet Eye Games'],https://store.steampowered.com/app/1346360,699,94,4438,"['2D', 'Adventure', 'Cinematic', 'Conversation', 'Emotional', 'Exploration', 'Fantasy', 'Female Protagonist', 'Futuristic', 'Interactive Fiction', 'Investigation', 'Linear', 'Mystery', 'Narration', 'Pixel Graphics', 'Point & Click', 'Retro', 'Sci-fi', 'Story Rich', 'Time Travel']"
1373090,"Yes, Your Grace 2: Snowfall",2025-05-08,20843,24.99,455662.0,8,Indie,['Brave At Night'],['Brave At Night'],https://store.steampowered.com/app/1373090,902,72,14881,"['2.5D', 'Casual', 'Choices Matter', 'Choose Your Own Adventure', 'Cinematic', 'Historical', 'Indie', 'Inventory Management', 'LGBTQ+', 'Life Sim', 'Management', 'Medieval', 'Multiple Endings', 'Pixel Graphics', 'RPG', 'Resource Management', 'Simulation', 'Singleplayer', 'Story Rich', 'Strategy']"
1405500,Angel at Dusk,2024-01-12,51373,14.99,510895.0,7,Indie,"['Henteko Doujin', 'Sanuk Inc.']",['Akiragoya'],https://store.steampowered.com/app/1405500,1486,99,5719,"[""1990's"", '2D', 'Action', 'Aliens', 'Bullet Hell', 'Dark', 'Destruction', 'Dystopian', 'Hand-drawn', 'Horror', 'Multiple Endings', 'Noir', 'Pixel Graphics', 'Post-apocalyptic', 'Psychedelic', 'Psychological Horror', ""Shoot 'Em Up"", 'Shooter', 'Story Rich', 'Top-Down']"
1417930,Lorn's Lure,2024-09-20,53748,14.99,693617.0,5,Indie,['Rubeki Games'],['Rubeki Games'],https://store.steampowered.com/app/1417930,2269,89,8457,"['3D', '3D Platformer', 'Action', 'Action-Adventure', 'Adventure', 'Atmospheric', 'Cinematic', 'Dark', 'Difficult', 'Experimental', 'Exploration', 'First-Person', 'Horror', 'Indie', 'Minimalist', 'Parkour', 'Pixel Graphics', 'Platformer', 'Singleplayer', 'Stylized']"
1466390,Kathy Rain 2: Soothsayer,2025-05-20,14942,19.99,251654.0,7,AA,['Raw Fury'],['Clifftop Games'],https://store.steampowered.com/app/1466390,676,96,5044,"[""1990's"", '2D', 'Adventure', 'Atmospheric', 'Conspiracy', 'Crime', 'Detective', 'Female Protagonist', 'Interactive Fiction', 'Investigation', 'Mystery', 'Noir', 'Pixel Graphics', 'Point & Click', 'Puzzle', 'Retro', 'Singleplayer', 'Story Rich', 'Stylized', 'Thriller']"
1471270,Seablip,2024-05-17,62444,14.99,794716.0,5,Indie,['Vibedy'],['Jardar Solli'],https://store.steampowered.com/app/1471270,926,84,22913,"['2D', 'Action-Adventure', 'Adventure', 'Casual', 'Character Customization', 'Colorful', 'Combat', 'Cute', 'Early Access', 'Exploration', 'Fishing', 'Indie', 'Naval Combat', 'Open World', 'Pirates', 'Pixel Graphics', 'RPG', 'Singleplayer', 'Strategy', 'Strategy RPG']"
1473350,(the) Gnorp Apologue,2023-12-14,428797,6.99,2555418.0,26,Indie,['(Myco)'],['Myco'],https://store.steampowered.com/app/1473350,8687,96,11924,"['2D', 'Building', 'Casual', 'Clicker', 'Colorful', 'Cute', 'Economy', 'Experimental', 'Idler', 'Indie', 'Management', 'Minimalist', 'Mining', 'Pixel Graphics', 'Resource Management', 'Roguelike', 'Roguelite', 'Simulation', 'Singleplayer', 'Strategy']"
1479140,AK-xolotl: Together,2023-09-14,69717,18.99,880480.0,9,AA,['Playstack'],['2Awesome Studio'],https://store.steampowered.com/app/1479140,1251,75,11029,"['2D', 'Action', 'Action Roguelike', 'Arena Shooter', 'Bullet Hell', 'Cartoony', 'Character Customization', 'Colorful', 'Cute', 'Difficult', 'Funny', 'Indie', 'Pixel Graphics', 'Procedural Generation', 'RPG', 'Roguelike', 'Roguelite', 'Singleplayer', 'Top-Down Shooter', 'Twin Stick Shooter']"
1507580,Enigma of Fear,2024-11-28,62494,29.99,858666.0,11,Indie,"['Dumativa', 'Nuuvem']","['Dumativa', 'Cellbit']",https://store.steampowered.com/app/1507580,9298,97,33820,"['2D', 'Combat', 'Detective', 'Dog', 'Exploration', 'Female Protagonist', 'Hand-drawn', 'Investigation', 'Isometric', 'Multiple Endings', 'Music-Based Procedural Generation', 'Mystery', 'Open World', 'Pixel Graphics', 'Psychological Horror', 'Puzzle', 'Story Rich', 'Supernatural', 'Survival Horror', 'Time Travel']"
1549690,SPRAWL,2023-08-23,60792,14.99,486928.0,2,Indie,"['Rogue Games, Inc.']",['MAETH'],https://store.steampowered.com/app/1549690,2151,88,9566,"['3D', 'Action', 'Arena Shooter', 'Assassin', 'Boomer Shooter', 'Combat', 'Controller', 'Cyberpunk', 'Dystopian', 'FPS', 'Fast-Paced', 'First-Person', 'Futuristic', 'Hacking', 'Military', 'Old School', 'Pixel Graphics', 'Sci-fi', 'Shooter', 'Singleplayer']"
1555150,Pocket Bravery,2023-08-31,11260,19.99,161823.0,14,Indie,['PQube'],['Statera Studio'],https://store.steampowered.com/app/1555150,630,90,5310,"['2D Fighter', 'Action', 'Action-Adventure', 'Arcade', ""Beat 'em up"", 'Cartoony', 'Competitive', 'Fighting', 'Hand-drawn', 'Local Multiplayer', 'Lore-Rich', 'Multiplayer', 'Multiple Endings', 'Pixel Graphics', 'Retro', 'Singleplayer', 'Spectacle fighter', 'Story Rich', 'Stylized', 'eSports']"
1568400,Sheepy: A Short Adventure,2024-02-06,241546,0.0,737.0,2,Hobbyist,['MrSuicideSheep'],['MrSuicideSheep'],https://store.steampowered.com/app/1568400,18251,99,7119,"['2D', '2D Platformer', 'Adventure', 'Atmospheric', 'Casual', 'Cute', 'Dark Fantasy', 'Free to Play', 'Indie', 'Linear', 'Lovecraftian', 'Multiple Endings', 'Mystery', 'Pixel Graphics', 'Platformer', 'Post-apocalyptic', 'Short', 'Singleplayer', 'Surreal', 'Walking Simulator']"
1573100,Subterrain: Mines of Titan,2024-03-12,17578,19.99,265387.0,16,Indie,['indie.io'],['Pixellore Inc'],https://store.steampowered.com/app/1573100,649,76,9550,"['Action-Adventure', 'Atmospheric', 'Dark', 'Exploration', 'Futuristic', 'Grid-Based Movement', 'Indie', 'Inventory Management', 'Old School', 'Pixel Graphics', 'Post-apocalyptic', 'RPG', 'Sci-fi', 'Singleplayer', 'Survival', 'Tactical', 'Time Management', 'Top-Down', 'Turn-Based Combat', 'Violent']"
1574820,Until Then,2024-06-25,138382,19.99,1875460.0,13,Indie,['Maximum Entertainment'],['Polychroma Games'],https://store.steampowered.com/app/1574820,11316,97,28499,"['2D', 'Adventure', 'Casual', 'Colorful', 'Conversation', 'Drama', 'Emotional', 'Foreign', 'Interactive Fiction', 'LGBTQ+', 'Linear', 'Multiple Endings', 'Mystery', 'Pixel Graphics', 'Psychological', 'Romance', 'Side Scroller', 'Singleplayer', 'Story Rich', 'Visual Novel']"
1580180,Gunbrella,2023-09-13,31697,14.99,347829.0,5,AA,['Devolver Digital'],['doinksoft'],https://store.steampowered.com/app/1580180,865,86,9409,"['2D', 'Action', 'Action Roguelike', 'Adventure', 'Combat', 'Controller', 'Difficult', 'Exploration', 'Funny', 'Indie', 'Mature', 'Metroidvania', 'Noir', 'Pixel Graphics', 'Platformer', 'Side Scroller', 'Singleplayer', 'Story Rich']"
1585180,Drova - Forsaken Kin,2024-10-15,210883,24.99,4318408.0,14,Indie,['Deck13'],['Just2D'],https://store.steampowered.com/app/1585180,7380,95,49503,"['2D', 'Action', 'Action RPG', 'Adventure', 'Atmospheric', 'CRPG', 'Character Customization', 'Choices Matter', 'Dark Fantasy', 'Dynamic Narration', 'Exploration', 'Fantasy', 'Magic', 'Mystery', 'Open World', 'Pixel Graphics', 'RPG', 'Singleplayer', 'Souls-like', 'Story Rich']"
1589570,Dunjungle,2024-10-22,11031,9.99,89605.0,7,Indie,['Astrolabe Games'],['Bruno Bombardi'],https://store.steampowered.com/app/1589570,635,98,1885,"['2D', '2D Platformer', 'Action', 'Action Roguelike', 'Adventure', 'Choices Matter', 'Colorful', 'Comedy', 'Controller', 'Difficult', 'Dungeon Crawler', 'Early Access', 'Indie', 'Perma Death', 'Pixel Graphics', 'Procedural Generation', 'Roguelike', 'Roguelite', 'Roguevania', 'Singleplayer']"
1590760,Metal Slug Tactics,2024-11-05,38375,24.99,736588.0,9,Indie,"['Dotemu', 'Gamirror Games']",['Leikir Studio'],https://store.steampowered.com/app/1590760,1141,79,29402,"['2D', 'Action RPG', 'Combat', 'Difficult', 'Fantasy', 'Management', 'Mechs', 'Military', 'Pixel Graphics', 'RPG', 'Retro', 'Roguelite', 'Singleplayer', 'Strategy', 'Strategy RPG', 'Tactical', 'Tactical RPG', 'Tanks', 'Turn-Based', 'War']"
1592280,Selaco,2024-05-31,126644,24.99,2724805.0,7,Indie,['Altered Orbit Studios'],['Altered Orbit Studios'],https://store.steampowered.com/app/1592280,4486,94,40186,"['2.5D', 'Action', 'Adventure', 'Boomer Shooter', 'Combat', 'Early Access', 'FPS', 'Fast-Paced', 'Female Protagonist', 'First-Person', 'Futuristic', 'Gore', 'Old School', 'Pixel Graphics', 'Retro', 'Sci-fi', 'Shooter', 'Singleplayer', 'Soundtrack', 'Story Rich']"
1603180,Mining Mechs,2023-10-27,106519,2.99,198200.0,9,Indie,['Delayed Victory'],['Delayed Victory'],https://store.steampowered.com/app/1603180,1855,90,3179,"['Adventure', 'Casual', 'Choose Your Own Adventure', 'Co-op', 'Colorful', 'Crafting', 'Exploration', 'Family Friendly', 'Indie', 'Mechs', 'Mining', 'Multiplayer', 'Online Co-Op', 'Pixel Graphics', 'Procedural Generation', 'Robots', 'Sandbox', 'Side Scroller', 'Singleplayer', 'Underground']"
1619520,Cross Blitz,2023-11-29,32714,19.99,487742.0,20,Indie,"['The Arcade Crew', 'Gamirror Games']",['Tako Boy Studios LLC'],https://store.steampowered.com/app/1619520,1369,74,7378,"['2D', 'Adventure', 'Card Battler', 'Card Game', 'Colorful', 'Deckbuilding', 'Early Access', 'Fantasy', 'Funny', 'Pixel Graphics', 'PvE', 'RPG', 'Roguelike', 'Roguelite', 'Singleplayer', 'Strategy', 'Tactical', 'Turn-Based Combat', 'Turn-Based Strategy', 'Turn-Based Tactics']"
1644940,Loddlenaut,2023-11-16,137383,19.99,1687548.0,4,Indie,['Secret Mode'],['Moon Lagoon'],https://store.steampowered.com/app/1644940,4714,98,9866,"['3D', 'Adventure', 'Aliens', 'Atmospheric', 'Casual', 'Colorful', 'Cozy', 'Crafting', 'Creature Collector', 'Cute', 'Exploration', 'Job Simulator', 'Open World', 'Pixel Graphics', 'Relaxing', 'Sandbox', 'Sci-fi', 'Singleplayer', 'Survival', 'Underwater']"
1658150,Moonstone Island,2023-09-20,273784,19.99,4100340.0,13,AA,['Raw Fury'],['Studio Supersoft'],https://store.steampowered.com/app/1658150,4119,84,45710,"['2D', 'Action-Adventure', 'Agriculture', 'Building', 'Card Battler', 'Cooking', 'Creature Collector', 'Cute', 'Dating Sim', 'Deckbuilding', 'Fantasy', 'Farming Sim', 'Fishing', 'Life Sim', 'Pixel Graphics', 'RPG', 'Relaxing', 'Sandbox', 'Simulation', 'Strategy']"
1658280,Eiyuden Chronicle: Hundred Heroes,2024-04-23,107941,49.99,4067215.0,26,AA,['505 Games'],['Rabbit & Bear Studios'],https://store.steampowered.com/app/1658280,4105,76,31336,"['2.5D', '2D', 'Action', 'Action RPG', 'Action-Adventure', 'Adventure', 'Anime', 'Combat', 'Crafting', 'Drama', 'Fantasy', 'JRPG', 'Party-Based RPG', 'Pixel Graphics', 'Political', 'RPG', 'Singleplayer', 'Story Rich', 'Strategy', 'Turn-Based Combat']"
1664200,Duelists of Eden,2024-03-07,23257,4.99,98021.0,14,Indie,['Thomas Moon Kang'],['Thomas Moon Kang'],https://store.steampowered.com/app/1664200,915,96,5438,"['2D', '2D Fighter', 'Action', 'Anime', 'Arcade', 'Bullet Hell', 'Card Battler', 'Card Game', 'Combat', 'Controller', 'Cute', 'Deckbuilding', 'Fighting', 'Grid-Based Movement', 'Indie', 'Magic', 'Multiplayer', 'Pixel Graphics', 'PvP', 'Sci-fi']"
1671210,DELTARUNE,2025-06-04,1115812,24.99,25184817.0,18,AA,['tobyfox'],['tobyfox'],https://store.steampowered.com/app/1671210,68402,99,167117,"['2D', 'Action RPG', 'Bullet Hell', 'Comedy', 'Dark', 'Emotional', 'Episodic', 'Fantasy', 'Funny', 'Great Soundtrack', 'JRPG', 'Music', 'Mystery', 'Pixel Graphics', 'RPG', 'Retro', 'Singleplayer', 'Soundtrack', 'Story Rich', 'Surreal']"
1677310,In Stars And Time,2023-11-20,97932,19.99,1679834.0,17,Indie,['Armor Games Studios'],['insertdisc5'],https://store.steampowered.com/app/1677310,6786,97,14552,"['2D', 'Anime', 'Atmospheric', 'Cartoon', 'Choices Matter', 'Emotional', 'Fantasy', 'Hand-drawn', 'Indie', 'LGBTQ+', 'Lore-Rich', 'Party-Based RPG', 'Pixel Graphics', 'Psychological Horror', 'RPG', 'Singleplayer', 'Story Rich', 'Stylized', 'Time Travel', 'Turn-Based Combat']"
1687000,Fading Afternoon,2023-09-14,46384,19.99,593629.0,7,Indie,"['yeo', 'IndieArk']",['yeo'],https://store.steampowered.com/app/1687000,924,81,11422,"['1980s', '2D', 'Action', 'Adventure', 'Anime', 'Atmospheric', ""Beat 'em up"", 'Crime', 'Drama', 'Indie', 'Life Sim', 'Martial Arts', 'Multiple Endings', 'Old School', 'Open World', 'Pixel Graphics', 'RPG', 'Sandbox', 'Side Scroller', 'Story Rich']"
1689080,Mercury Abbey,2024-11-21,17543,17.99,260339.0,7,AA,['Gamirror Games'],['YiTi Games'],https://store.steampowered.com/app/1689080,832,92,7236,"['2D', 'Adventure', 'Anime', 'Atmospheric', 'Cartoon', 'Casual', 'Cute', 'Detective', 'Drama', 'Gore', 'Hand-drawn', 'Horror', 'Indie', 'Pixel Graphics', 'Psychological Horror', 'Puzzle', 'Side Scroller', 'Singleplayer', 'Story Rich', 'Visual Novel']"
1692240,Fortune's Run,2023-09-27,11798,19.99,196365.0,5,Indie,['Team Fortune'],['Team Fortune'],https://store.steampowered.com/app/1692240,548,93,12131,"['Action', 'Atmospheric', 'Boomer Shooter', 'Capitalism', 'Conspiracy', 'Cyberpunk', 'Dystopian', 'Early Access', 'FPS', 'Female Protagonist', 'First-Person', 'Immersive Sim', 'Martial Arts', 'Pixel Graphics', 'RPG', 'Sci-fi', 'Shooter', 'Singleplayer', 'Stealth', 'Story Rich']"
1699480,KLETKA,2024-12-13,321311,9.99,2375727.0,6,Indie,"['Callback', 'ln404']","['Callback', 'ln404']",https://store.steampowered.com/app/1699480,3734,92,20295,"['3D', 'Action', 'Action Roguelike', 'Action-Adventure', 'Adventure', 'Alternate History', 'Atmospheric', 'Co-op', 'Dark', 'Dungeon Crawler', 'Early Access', 'First-Person', 'Horror', 'Mystery', 'Old School', 'Online Co-Op', 'Pixel Graphics', 'PvE', 'Roguelike', 'Roguelite']"
1709880,Loco Motive,2024-11-21,22302,17.99,326752.0,5,AA,['Chucklefish'],['Robust Games'],https://store.steampowered.com/app/1709880,810,95,8223,"['2D', 'Adventure', 'Cartoony', 'Comedy', 'Crime', 'Detective', 'Exploration', 'Funny', 'Indie', 'Investigation', 'Linear', 'Mystery', 'Narrative', 'Noir', 'Pixel Graphics', 'Point & Click', 'Puzzle', 'Singleplayer', 'Story Rich', 'Trains']"
1715590,Wizordum,2023-11-29,18531,19.99,253012.0,8,Indie,['Apogee Entertainment'],['Emberheart Games'],https://store.steampowered.com/app/1715590,566,94,10865,"['3D', 'Action', 'Boomer Shooter', 'Colorful', 'Combat', 'Controller', 'Dark Fantasy', 'Exploration', 'FPS', 'Fantasy', 'First-Person', 'Level Editor', 'Loot', 'Magic', 'Medieval', 'Old School', 'Pixel Graphics', 'Retro', 'Score Attack', 'Shooter']"
1717090,Into the Necrovale,2024-01-26,21096,14.99,206657.0,10,Indie,"['Poysky Productions', 'Tribal-Storm']",['CLYDE games'],https://store.steampowered.com/app/1717090,560,87,7741,"['2D', 'Action', 'Action RPG', 'Action Roguelike', 'Action-Adventure', 'Adventure', 'Atmospheric', 'Combat', 'Dark Fantasy', 'Dungeon Crawler', 'Hack and Slash', 'Indie', 'Inventory Management', 'Loot', 'Medieval', 'Pixel Graphics', 'RPG', 'Roguelike', 'Roguelite', 'Singleplayer']"
1733240,Phantom Fury,2024-04-23,11930,24.99,214750.0,6,Indie,['3D Realms'],['Slipgate Ironworks™'],https://store.steampowered.com/app/1733240,762,61,9297,"[""1990's"", '2.5D', 'Action', 'Action-Adventure', 'Arcade', 'Cyberpunk', 'Difficult', 'FPS', 'Fast-Paced', 'Female Protagonist', 'First-Person', 'Futuristic', 'Indie', 'Old School', 'Pixel Graphics', 'Retro', 'Sci-fi', 'Singleplayer', 'Story Rich', 'Violent']"
1735700,Back to the Dawn,2023-11-02,346722,19.99,4677143.0,30,Indie,['Spiral Up Games'],['Metal Head Games'],https://store.steampowered.com/app/1735700,7520,94,39058,"['2.5D', 'Adventure', 'CRPG', 'Choices Matter', 'Crime', 'Detective', 'Drama', 'Funny', 'Indie', 'Investigation', 'LGBTQ+', 'Multiple Endings', 'Mystery', 'Pixel Graphics', 'RPG', 'Simulation', 'Singleplayer', 'Story Rich', 'Strategy', 'Strategy RPG']"
1747760,Momodora: Moonlit Farewell,2024-01-11,82831,16.99,1061520.0,7,AA,['PLAYISM'],['Bombservice'],https://store.steampowered.com/app/1747760,2822,92,25453,"['2D', '2D Platformer', 'Action', 'Action-Adventure', 'Adventure', 'Anime', 'Atmospheric', 'Combat', 'Difficult', 'Exploration', 'Fantasy', 'Female Protagonist', 'Indie', 'Magic', 'Metroidvania', 'Pixel Graphics', 'Platformer', 'Side Scroller', 'Singleplayer', 'Souls-like']"
1748620,FlipWitch - Forbidden Sex Hex,2023-11-17,176511,14.99,2090889.0,6,Indie,['Critical Bliss'],"['MomoGames', 'Critical Bliss']",https://store.steampowered.com/app/1748620,5159,95,36184,"['2D', '2D Platformer', 'Action', 'Adventure', 'Anime', 'Cartoony', 'Female Protagonist', 'Hentai', 'LGBTQ+', 'Mature', 'Metroidvania', 'NSFW', 'Nudity', 'Pixel Graphics', 'Platformer', 'Retro', 'Sexual Content', 'Side Scroller', 'Singleplayer', 'Souls-like']"
1759380,Bandle Tale: A League of Legends Story,2024-02-21,64095,24.99,1191471.0,9,Indie,['Riot Forge'],['Lazy Bear Games'],https://store.steampowered.com/app/1759380,1280,79,11440,"['Beautiful', 'Colorful', 'Cozy', 'Crafting', 'Cute', 'Exploration', 'Family Friendly', 'Fantasy', 'Farming Sim', 'Funny', 'Isometric', 'Magic', 'Nature', 'Pixel Graphics', 'RPG', 'Simulation', 'Singleplayer']"
1768470,The Heroes Around Me,2024-06-14,11670,6.99,65318.0,3,Indie,['OKJOY'],['OKJOY'],https://store.steampowered.com/app/1768470,671,96,3798,"[""1990's"", 'Adventure', 'Atmospheric', 'Cinematic', 'Conversation', 'Dog', 'Drama', 'Emotional', 'Exploration', 'Immersive Sim', 'Indie', 'Interactive Fiction', 'Life Sim', 'Pixel Graphics', 'RPG', 'Retro', 'Singleplayer', 'Story Rich', 'Visual Novel', 'Walking Simulator']"
1775490,Slice & Dice,2024-03-20,108754,8.99,942315.0,16,Indie,['Tann'],['Tann'],https://store.steampowered.com/app/1775490,2228,97,8286,"['2D', 'Casual', 'Combat', 'Dragons', 'Dungeon Crawler', 'Fantasy', 'Inventory Management', 'Loot', 'Magic', 'Medieval', 'Moddable', 'Perma Death', 'Pixel Graphics', 'Procedural Generation', 'PvE', 'RPG', 'Roguelike', 'Roguelite', 'Turn-Based Strategy', 'Turn-Based Tactics']"
1789030,Maid Cafe on Electric Street,2024-11-17,19227,18.99,281034.0,9,AA,['PLAYISM'],"[""Adventurer's Tavern""]",https://store.steampowered.com/app/1789030,623,85,8923,"['2D', 'Anime', 'Casual', 'Choices Matter', 'Choose Your Own Adventure', 'Collectathon', 'Cooking', 'Cute', 'Dating Sim', 'Economy', 'Exploration', 'Management', 'Multiple Endings', 'Pixel Graphics', 'RPG', 'Romance', 'Simulation', 'Story Rich', 'Visual Novel', 'Walking Simulator']"
1796790,Chef RPG,2024-09-12,83509,19.99,1512759.0,11,Indie,['World 2 Studio'],['World 2 Studio'],https://store.steampowered.com/app/1796790,1897,88,38650,"['2D', 'Action RPG', 'Atmospheric', 'Building', 'Combat', 'Cooking', 'Crafting', 'Early Access', 'Exploration', 'Immersive Sim', 'Life Sim', 'Management', 'Open World', 'Pixel Graphics', 'RPG', 'Relaxing', 'Resource Management', 'Sci-fi', 'Simulation', 'Top-Down']"
1864000,Artis Impact,2025-08-07,24722,18.99,381866.0,6,Indie,['Feuxon'],['Mas'],https://store.steampowered.com/app/1864000,1220,82,11595,"['Atmospheric', 'Casual', 'Comedy', 'Cute', 'Fantasy', 'Female Protagonist', 'JRPG', 'Lore-Rich', 'Pixel Graphics', 'Post-apocalyptic', 'RPG', 'Relaxing', 'Retro', 'Robots', 'Singleplayer', 'Story Rich', 'Third Person', 'Turn-Based Combat', 'Turn-Based Strategy', 'Turn-Based Tactics']"
1867510,WrestleQuest,2023-08-21,27315,29.99,375839.0,5,AA,['Skybound Games'],['Mega Cat Studios'],https://store.steampowered.com/app/1867510,564,76,6279,"['1980s', ""1990's"", '2D', 'Action RPG', 'Adventure', 'Choices Matter', 'Combat', 'Cute', 'Fantasy', 'Funny', 'JRPG', 'Old School', 'Party-Based RPG', 'Pixel Graphics', 'RPG', 'Retro', 'Singleplayer', 'Story Rich', 'Turn-Based Combat', 'Wrestling']"
